10,30,0.19,1048576,0.5,102,1,7000,0,0,40,344279,344279,655721,0.655721,0,0,0,0,251.3920929
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,337581,337581,662419,0.662419,0,0,0,0,254.5387692
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,331637,331637,668363,0.668363,0,0,0,0,256.0194855
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,338686,338686,661314,0.661314,0,0,0,0,263.5725999
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,346737,346737,653263,0.653263,0,0,0,0,257.9429924
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,354430,354430,645570,0.64557,0,0,0,0,264.4184384
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,335937,335937,664063,0.664063,0,0,0,0,266.5401869
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,327054,327054,672946,0.672946,0,0,0,0,268.2291362
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,369868,369868,630132,0.630132,0,0,0,0,262.5758624
10,30,0.19,1048576,0.5,102,1,7000,0,0,40,311401,311401,688599,0.688599,0,0,0,0,262.4419982
10,30,0.19,1048576,0.5,112,1,7000,0,0,40,377112,377112,622888,0.622888,0,0,0,0,312.3759007
10,30,0.19,1048576,0.5,112,1,7000,0,0,40,348459,348459,651541,0.651541,0,0,0,0,320.5642698
10,30,0.19,1048576,0.5,112,1,7000,0,0,40,401936,401936,598064,0.598064,0,0,0,0,315.8812156
10,30,0.19,1048576,0.5,112,1,7000,0,0,40,360436,360436,639564,0.639564,0,0,0,0,312.4145777
10,30,0.19,1048576,0.5,112,1,7000,0,0,40,354315,354315,645685,0.645685,0,0,0,0,313.942379
10,30,0.19,1048576,0.5,122,1,7000,0,0,40,414084,414084,585916,0.585916,0,0,0,0,367.0103221
10,30,0.19,1048576,0.5,122,1,7000,0,0,40,415785,415785,584215,0.584215,0,0,0,0,361.3703232
10,30,0.19,1048576,0.5,122,1,7000,0,0,40,439962,439962,560038,0.560038,0,0,0,0,361.4960303
10,30,0.19,1048576,0.5,122,1,7000,0,0,40,450637,450637,549363,0.549363,0,0,0,0,365.8071015
10,30,0.19,1048576,0.5,122,1,7000,0,0,40,433366,433366,566634,0.566634,0,0,0,0,370.1157556
10,30,0.19,1048576,0.5,132,1,7000,0,0,40,443740,443740,556260,0.55626,0,0,0,0,407.6796956
10,30,0.19,1048576,0.5,132,1,7000,0,0,40,467122,467122,532878,0.532878,0,0,0,0,416.339468
10,30,0.19,1048576,0.5,132,1,7000,0,0,40,463619,463619,536381,0.536381,0,0,0,0,411.9790664
10,30,0.19,1048576,0.5,132,1,7000,0,0,40,449206,449206,550794,0.550794,0,0,0,0,420.2645032
10,30,0.19,1048576,0.5,132,1,7000,0,0,40,479300,479300,520700,0.5207,0,0,0,0,413.1781502
10,30,0.19,1048576,0.5,142,1,7000,0,0,40,531319,531319,468681,0.468681,0,0,0,0,467.2395525
10,30,0.19,1048576,0.5,142,1,7000,0,0,40,519196,519196,480804,0.480804,0,0,0,0,464.759084
10,30,0.19,1048576,0.5,142,1,7000,0,0,40,501158,501158,498842,0.498842,0,0,0,0,460.5917788
10,30,0.19,1048576,0.5,142,1,7000,0,0,40,484686,484686,515314,0.515314,0,0,0,0,480.8758588
10,30,0.19,1048576,0.5,142,1,7000,0,0,40,482354,482354,517646,0.517646,0,0,0,0,466.3834667
10,30,0.19,1048576,0.5,152,1,7000,0,0,40,576159,576159,423841,0.423841,0,0,0,0,515.0582402
10,30,0.19,1048576,0.5,152,1,7000,0,0,40,587842,587842,412158,0.412158,0,0,0,0,509.7623708
10,30,0.19,1048576,0.5,152,1,7000,0,0,40,528422,528422,471578,0.471578,0,0,0,0,517.4147978
10,30,0.19,1048576,0.5,152,1,7000,0,0,40,555017,555017,444983,0.444983,0,0,0,0,512.5693002
10,30,0.19,1048576,0.5,152,1,7000,0,0,40,534981,534981,465019,0.465019,0,0,0,0,513.0922866
10,30,0.19,1048576,0.5,162,1,7000,0,0,40,575933,575933,424067,0.424067,0,0,0,0,568.2030714
10,30,0.19,1048576,0.5,162,1,7000,0,0,40,638962,638962,361038,0.361038,0,0,0,0,564.4867926
10,30,0.19,1048576,0.5,162,1,7000,0,0,40,630844,630844,369156,0.369156,0,0,0,0,569.4115543
10,30,0.19,1048576,0.5,162,1,7000,0,0,40,554012,554012,445988,0.445988,0,0,0,0,564.4630122
10,30,0.19,1048576,0.5,162,1,7000,0,0,40,590873,590873,409127,0.409127,0,0,0,0,567.0984504
10,30,0.19,1048576,0.5,172,1,7000,0,0,40,671642,671642,328358,0.328358,0,0,0,0,610.6697311
10,30,0.19,1048576,0.5,172,1,7000,0,0,40,687082,687082,312918,0.312918,0,0,0,0,615.8248832
